,Office_2008,State,RaceDate,CensusPop,Area,AreaType,TotalVotes,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,RepVotesTotalPercent,DemVotesTotalPercent,ThirdVotesTotalPercent,OtherVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes,TitleNotes,OtherNotes,dem_votes,repub_votes,county_polit_lean,county_perc_vote_dem,county_perc_vote_repub,county_state,county_stateV2,state_abb,hhi.political_lean,diversity.political_lean
1032,President 2008,Kentucky,20081104,N/A,CAMPBELL,County,"40,298","24,046","McCain, John S. III",Challenger,"15,622","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,630,"8,424",R,59.67,38.77,0,1.56,60.62,39.38,NA,NA,NA,659,1192,533,0.356023771,0.643976229,Campbell County KY,Campbell KY,KY,0.541458309,0.458541691
1033,President 2008,Kentucky,20081104,N/A,CARLISLE,County,"2,617","1,699","McCain, John S. III",Challenger,879,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,39,820,R,64.92,33.59,0,1.49,65.9,34.1,NA,NA,NA,2718,192,-2526,0.934020619,0.065979381,Carlisle County KY,Carlisle KY,KY,0.876747795,0.123252205
1034,President 2008,Kentucky,20081104,N/A,CARROLL,County,"3,835","2,032","McCain, John S. III",Challenger,"1,716","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,87,316,R,52.99,44.75,0,2.27,54.22,45.78,NA,NA,NA,262,835,573,0.238833181,0.761166819,Carroll County KY,Carroll KY,KY,0.636416214,0.363583786
1035,President 2008,Kentucky,20081104,N/A,CARTER,County,"9,813","5,252","McCain, John S. III",Challenger,"4,316","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,245,936,R,53.52,43.98,0,2.5,54.89,45.11,NA,NA,NA,1765,2023,258,0.46594509,0.53405491,Carter County KY,Carter KY,KY,0.502319474,0.497680526
1036,President 2008,Kentucky,20081104,N/A,CASEY,County,"5,957","4,679","McCain, John S. III",Challenger,"1,219","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,59,"3,460",R,78.55,20.46,0,0.99,79.33,20.67,NA,NA,NA,78,1828,1750,0.0409234,0.9590766,Casey County KY,Casey KY,KY,0.92150265,0.07849735
1037,President 2008,Kentucky,20081104,N/A,CHRISTIAN,County,"22,782","13,699","McCain, John S. III",Challenger,"8,880","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,203,"4,819",R,60.13,38.98,0,0.89,60.67,39.33,NA,NA,NA,2665,543,-2122,0.830735661,0.169264339,Christian County KY,Christian KY,KY,0.718772155,0.281227845
1038,President 2008,Kentucky,20081104,N/A,CLARK,County,"15,628","9,664","McCain, John S. III",Challenger,"5,749","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,215,"3,915",R,61.84,36.79,0,1.38,62.7,37.3,NA,NA,NA,2116,2836,720,0.4273021,0.5726979,Clark County KY,Clark KY,KY,0.510569969,0.489430031
1039,President 2008,Kentucky,20081104,N/A,CLAY,County,"7,364","5,710","McCain, John S. III",Challenger,"1,552","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,102,"4,158",R,77.54,21.08,0,1.39,78.63,21.37,NA,NA,NA,201,2094,1893,0.087581699,0.912418301,Clay County KY,Clay KY,KY,0.840177709,0.159822291
1040,President 2008,Kentucky,20081104,N/A,CLINTON,County,"4,172","3,366","McCain, John S. III",Challenger,761,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,45,"2,605",R,80.68,18.24,0,1.08,81.56,18.44,NA,NA,NA,2577,1407,-1170,0.646837349,0.353162651,Clinton County KY,Clinton KY,KY,0.543122414,0.456877586
1041,President 2008,Kentucky,20081104,N/A,CRITTENDEN,County,"3,930","2,604","McCain, John S. III",Challenger,"1,254","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,72,"1,350",R,66.26,31.91,0,1.83,67.5,32.5,NA,NA,NA,97,969,872,0.090994371,0.909005629,Crittenden County KY,Crittenden KY,KY,0.834571208,0.165428792
1042,President 2008,Kentucky,20081104,N/A,CUMBERLAND,County,"2,797","2,056","McCain, John S. III",Challenger,697,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,44,"1,359",R,73.51,24.92,0,1.57,74.68,25.32,NA,NA,NA,2418,839,-1579,0.742400982,0.257599018,Cumberland County KY,Cumberland KY,KY,0.617516473,0.382483527
1043,President 2008,Kentucky,20081104,N/A,DAVIESS,County,"43,624","23,692","McCain, John S. III",Challenger,"19,282","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,650,"4,410",R,54.31,44.2,0,1.49,55.13,44.87,NA,NA,NA,779,1180,401,0.397651863,0.602348137,Daviess County KY,Daviess KY,KY,0.520950282,0.479049718
1044,President 2008,Kentucky,20081104,N/A,EDMONSON,County,"5,270","3,562","McCain, John S. III",Challenger,"1,652","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,56,"1,910",R,67.59,31.35,0,1.06,68.32,31.68,NA,NA,NA,244,1450,1206,0.14403778,0.85596222,Edmonson County KY,Edmonson KY,KY,0.753418204,0.246581796
1045,President 2008,Kentucky,20081104,N/A,ELLIOTT,County,"2,515",902,"McCain, John S. III",Challenger,"1,535","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,78,633,D,35.86,61.03,0,3.1,37.01,62.99,NA,NA,NA,193,2867,2674,0.063071895,0.936928105,Elliott County KY,Elliott KY,KY,0.881812337,0.118187663
1046,President 2008,Kentucky,20081104,N/A,ESTILL,County,"5,314","3,685","McCain, John S. III",Challenger,"1,555","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,74,"2,130",R,69.35,29.26,0,1.39,70.32,29.68,NA,NA,NA,203,1476,1273,0.120905301,0.879094699,Estill County KY,Estill KY,KY,0.787425582,0.212574418
1047,President 2008,Kentucky,20081104,N/A,FAYETTE,County,"127,648","59,884","McCain, John S. III",Challenger,"66,042","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,722","6,158",D,46.91,51.74,0,1.35,47.55,52.45,NA,NA,NA,2387,2229,-158,0.517114385,0.482885615,Fayette County KY,Fayette KY,KY,0.500585804,0.499414196
1048,President 2008,Kentucky,20081104,N/A,FLEMING,County,"5,832","3,432","McCain, John S. III",Challenger,"2,279","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,121,"1,153",R,58.85,39.08,0,2.07,60.09,39.91,NA,NA,NA,894,1424,530,0.385677308,0.614322692,Fleming County KY,Fleming KY,KY,0.526139356,0.473860644
1049,President 2008,Kentucky,20081104,N/A,FLOYD,County,"15,659","7,741","McCain, John S. III",Challenger,"7,530","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,388,211,R,49.43,48.09,0,2.48,50.69,49.31,NA,NA,NA,2490,2526,36,0.496411483,0.503588517,Floyd County KY,Floyd KY,KY,0.500025755,0.499974245
1050,President 2008,Kentucky,20081104,N/A,FRANKLIN,County,"24,082","11,911","McCain, John S. III",Challenger,"11,767","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,404,144,R,49.46,48.86,0,1.68,50.3,49.7,NA,NA,NA,458,420,-38,0.521640091,0.478359909,Franklin County KY,Franklin KY,KY,0.500936587,0.499063413
1051,President 2008,Kentucky,20081104,N/A,FULTON,County,"2,825","1,530","McCain, John S. III",Challenger,"1,238","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,57,292,R,54.16,43.82,0,2.02,55.27,44.73,NA,NA,NA,87,144,57,0.376623377,0.623376623,Fulton County KY,Fulton KY,KY,0.530443582,0.469556418
1052,President 2008,Kentucky,20081104,N/A,GALLATIN,County,"3,193","1,840","McCain, John S. III",Challenger,"1,278","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,75,562,R,57.63,40.03,0,2.35,59.01,40.99,NA,NA,NA,108,230,122,0.319526627,0.680473373,Gallatin County KY,Gallatin KY,KY,0.565141277,0.434858723
1053,President 2008,Kentucky,20081104,N/A,GARRARD,County,"7,210","5,118","McCain, John S. III",Challenger,"2,012","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,80,"3,106",R,70.98,27.91,0,1.11,71.78,28.22,NA,NA,NA,808,1996,1188,0.288159772,0.711840228,Garrard County KY,Garrard KY,KY,0.589752565,0.410247435
1054,President 2008,Kentucky,20081104,N/A,GRANT,County,"8,755","5,510","McCain, John S. III",Challenger,"3,112","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,133,"2,398",R,62.94,35.55,0,1.52,63.91,36.09,NA,NA,NA,1375,2065,690,0.399709302,0.600290698,Grant County KY,Grant KY,KY,0.520116448,0.479883552
1055,President 2008,Kentucky,20081104,N/A,GRAVES,County,"16,208","10,056","McCain, John S. III",Challenger,"5,843","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,309,"4,213",R,62.04,36.05,0,1.91,63.25,36.75,NA,NA,NA,2127,274,-1853,0.885880883,0.114119117,Graves County KY,Graves KY,KY,0.797808112,0.202191888
1056,President 2008,Kentucky,20081104,N/A,GRAYSON,County,"9,903","6,605","McCain, John S. III",Challenger,"3,154","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,144,"3,451",R,66.7,31.85,0,1.45,67.68,32.32,NA,NA,NA,1386,2321,935,0.37388724,0.62611276,Grayson County KY,Grayson KY,KY,0.531808856,0.468191144
1057,President 2008,Kentucky,20081104,N/A,GREEN,County,"5,079","3,785","McCain, John S. III",Challenger,"1,204","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,90,"2,581",R,74.52,23.71,0,1.77,75.87,24.13,NA,NA,NA,73,1499,1426,0.046437659,0.953562341,Green County KY,Green KY,KY,0.911437594,0.088562406
1058,President 2008,Kentucky,20081104,N/A,GREENUP,County,"15,799","8,849","McCain, John S. III",Challenger,"6,621","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,329,"2,228",R,56.01,41.91,0,2.08,57.2,42.8,NA,NA,NA,2300,2699,399,0.460092018,0.539907982,Greenup County KY,Greenup KY,KY,0.503185294,0.496814706
1059,President 2008,Kentucky,20081104,N/A,HANCOCK,County,"4,144","1,928","McCain, John S. III",Challenger,"2,135","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,81,207,D,46.53,51.52,0,1.95,47.45,52.55,NA,NA,NA,849,252,-597,0.771117166,0.228882834,Hancock County KY,Hancock KY,KY,0.647009036,0.352990964
1060,President 2008,Kentucky,20081104,N/A,HARDIN,County,"39,990","23,896","McCain, John S. III",Challenger,"15,650","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,444,"8,246",R,59.75,39.13,0,1.11,60.43,39.57,NA,NA,NA,660,1186,526,0.357529794,0.642470206,Hardin County KY,Hardin KY,KY,0.540595519,0.459404481
1061,President 2008,Kentucky,20081104,N/A,HARLAN,County,"9,914","7,165","McCain, John S. III",Challenger,"2,586","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,163,"4,579",R,72.27,26.08,0,1.64,73.48,26.52,NA,NA,NA,984,2463,1479,0.285465622,0.714534378,Harlan County KY,Harlan KY,KY,0.592049998,0.407950002
1062,President 2008,Kentucky,20081104,N/A,HARRISON,County,"7,590","4,520","McCain, John S. III",Challenger,"2,916","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,154,"1,604",R,59.55,38.42,0,2.03,60.79,39.21,NA,NA,NA,1077,1797,720,0.37473904,0.62526096,Harrison County KY,Harrison KY,KY,0.531380616,0.468619384
1063,President 2008,Kentucky,20081104,N/A,HART,County,"6,818","4,397","McCain, John S. III",Challenger,"2,290","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,131,"2,107",R,64.49,33.59,0,1.92,65.75,34.25,NA,NA,NA,896,1768,872,0.336336336,0.663663664,Hart County KY,Hart KY,KY,0.55357159,0.44642841
1064,President 2008,Kentucky,20081104,N/A,HENDERSON,County,"19,862","9,523","McCain, John S. III",Challenger,"10,049","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,290,526,D,47.95,50.59,0,1.46,48.66,51.34,NA,NA,NA,352,2821,2469,0.110936023,0.889063977,Henderson County KY,Henderson KY,KY,0.802741557,0.197258443
1065,President 2008,Kentucky,20081104,N/A,HENRY,County,"6,919","4,081","McCain, John S. III",Challenger,"2,725","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,113,"1,356",R,58.98,39.38,0,1.63,59.96,40.04,NA,NA,NA,1031,1691,660,0.378765614,0.621234386,Henry County KY,Henry KY,KY,0.529395553,0.470604447
1066,President 2008,Kentucky,20081104,N/A,HICKMAN,County,"2,250","1,406","McCain, John S. III",Challenger,812,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,32,594,R,62.49,36.09,0,1.42,63.39,36.61,NA,NA,NA,2680,109,-2571,0.960917892,0.039082108,Hickman County KY,Hickman KY,KY,0.924890606,0.075109394
1067,President 2008,Kentucky,20081104,N/A,HOPKINS,County,"19,349","11,916","McCain, John S. III",Challenger,"7,104","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,329,"4,812",R,61.58,36.72,0,1.7,62.65,37.35,NA,NA,NA,2431,421,-2010,0.852384292,0.147615708,Hopkins County KY,Hopkins KY,KY,0.748349378,0.251650622
1068,President 2008,Kentucky,20081104,N/A,JACKSON,County,"5,224","4,407","McCain, John S. III",Challenger,743,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,74,"3,664",R,84.36,14.22,0,1.42,85.57,14.43,NA,NA,NA,2564,1773,-791,0.591192068,0.408807932,Jackson County KY,Jackson KY,KY,0.516631987,0.483368013
1069,President 2008,Kentucky,20081104,N/A,JEFFERSON,County,"353,900","153,957","McCain, John S. III",Challenger,"196,435","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"3,508","42,478",D,43.5,55.51,0,0.99,43.94,56.06,NA,NA,NA,801,674,-127,0.543050847,0.456949153,Jefferson County KY,Jefferson KY,KY,0.503706751,0.496293249
1070,President 2008,Kentucky,20081104,N/A,JESSAMINE,County,"20,215","13,711","McCain, John S. III",Challenger,"6,236","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,268,"7,475",R,67.83,30.85,0,1.33,68.74,31.26,NA,NA,NA,2259,544,-1715,0.805922226,0.194077774,Jessamine County KY,Jessamine KY,KY,0.687176817,0.312823183
1071,President 2008,Kentucky,20081104,N/A,JOHNSON,County,"8,517","5,948","McCain, John S. III",Challenger,"2,407","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,162,"3,541",R,69.84,28.26,0,1.9,71.19,28.81,NA,NA,NA,933,2134,1201,0.304206065,0.695793935,Johnson County KY,Johnson KY,KY,0.57667053,0.42332947
1072,President 2008,Kentucky,20081104,N/A,KENTON,County,"68,214","40,714","McCain, John S. III",Challenger,"26,480","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,"1,020","14,234",R,59.69,38.82,0,1.5,60.59,39.41,NA,NA,NA,1264,1893,629,0.400380108,0.599619892,Kenton County KY,Kenton KY,KY,0.519848246,0.480151754
1073,President 2008,Kentucky,20081104,N/A,KNOTT,County,"5,820","3,070","McCain, John S. III",Challenger,"2,612","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,138,458,R,52.75,44.88,0,2.37,54.03,45.97,NA,NA,NA,997,1336,339,0.427346764,0.572653236,Knott County KY,Knott KY,KY,0.510556985,0.489443015
1074,President 2008,Kentucky,20081104,N/A,KNOX,County,"11,389","8,150","McCain, John S. III",Challenger,"3,074","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,165,"5,076",R,71.56,26.99,0,1.45,72.61,27.39,NA,NA,NA,1360,2625,1265,0.341279799,0.658720201,Knox County KY,Knox KY,KY,0.550384204,0.449615796
1075,President 2008,Kentucky,20081104,N/A,LARUE,County,"6,178","4,153","McCain, John S. III",Challenger,"1,913","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,112,"2,240",R,67.22,30.96,0,1.81,68.46,31.54,NA,NA,NA,322,1708,1386,0.15862069,0.84137931,Larue County KY,Larue KY,KY,0.733079667,0.266920333
1076,President 2008,Kentucky,20081104,N/A,LAUREL,County,"22,500","17,660","McCain, John S. III",Challenger,"4,618","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,222,"13,042",R,78.49,20.52,0,0.99,79.27,20.73,NA,NA,NA,1838,738,-1100,0.713509317,0.286490683,Laurel County KY,Laurel KY,KY,0.591172457,0.408827543
1077,President 2008,Kentucky,20081104,N/A,LAWRENCE,County,"5,649","3,503","McCain, John S. III",Challenger,"2,036","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,110,"1,467",R,62.01,36.04,0,1.95,63.24,36.76,NA,NA,NA,819,1438,619,0.362871068,0.637128932,Lawrence County KY,Lawrence KY,KY,0.537608688,0.462391312
1078,President 2008,Kentucky,20081104,N/A,LEE,County,"2,773","1,978","McCain, John S. III",Challenger,752,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,43,"1,226",R,71.33,27.12,0,1.55,72.45,27.55,NA,NA,NA,2572,265,-2307,0.90659147,0.09340853,Lee County KY,Lee KY,KY,0.830633247,0.169366753
1079,President 2008,Kentucky,20081104,N/A,LESLIE,County,"4,397","3,574","McCain, John S. III",Challenger,766,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,57,"2,808",R,81.28,17.42,0,1.3,82.35,17.65,NA,NA,NA,2578,1453,-1125,0.639543538,0.360456462,Leslie County KY,Leslie KY,KY,0.538944798,0.461055202
1080,President 2008,Kentucky,20081104,N/A,LETCHER,County,"8,235","5,367","McCain, John S. III",Challenger,"2,623","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,245,"2,744",R,65.17,31.85,0,2.98,67.17,32.83,NA,NA,NA,1001,2038,1037,0.329384666,0.670615334,Letcher County KY,Letcher KY,KY,0.558219184,0.441780816
1081,President 2008,Kentucky,20081104,N/A,LEWIS,County,"4,791","3,213","McCain, John S. III",Challenger,"1,510","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,68,"1,703",R,67.06,31.52,0,1.42,68.03,31.97,NA,NA,NA,184,1375,1191,0.118024375,0.881975625,Lewis County KY,Lewis KY,KY,0.791810757,0.208189243
1082,President 2008,Kentucky,20081104,N/A,LINCOLN,County,"9,151","6,273","McCain, John S. III",Challenger,"2,752","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,126,"3,521",R,68.55,30.07,0,1.38,69.51,30.49,NA,NA,NA,1036,2276,1240,0.312801932,0.687198068,Lincoln County KY,Lincoln KY,KY,0.570086233,0.429913767
1083,President 2008,Kentucky,20081104,N/A,LIVINGSTON,County,"4,593","2,890","McCain, John S. III",Challenger,"1,622","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,81,"1,268",R,62.92,35.31,0,1.76,64.05,35.95,NA,NA,NA,228,1050,822,0.178403756,0.821596244,Livingston County KY,Livingston KY,KY,0.706848288,0.293151712
1084,President 2008,Kentucky,20081104,N/A,LOGAN,County,"10,891","6,925","McCain, John S. III",Challenger,"3,811","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,155,"3,114",R,63.58,34.99,0,1.42,64.5,35.5,NA,NA,NA,1538,2367,829,0.393854033,0.606145967,Logan County KY,Logan KY,KY,0.522533932,0.477466068
1085,President 2008,Kentucky,20081104,N/A,LYON,County,"3,855","2,220","McCain, John S. III",Challenger,"1,577","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,58,643,R,57.59,40.91,0,1.5,58.47,41.53,NA,NA,NA,212,875,663,0.195032199,0.804967801,Lyon County KY,Lyon KY,KY,0.68601072,0.31398928
1086,President 2008,Kentucky,20081104,N/A,MADISON,County,"32,537","19,694","McCain, John S. III",Challenger,"12,392","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,451,"7,302",R,60.53,38.09,0,1.39,61.38,38.62,NA,NA,NA,506,812,306,0.383915023,0.616084977,Madison County KY,Madison KY,KY,0.526951444,0.473048556
1087,President 2008,Kentucky,20081104,N/A,MAGOFFIN,County,"4,651","2,434","McCain, John S. III",Challenger,"2,105","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,112,329,R,52.33,45.26,0,2.41,53.62,46.38,NA,NA,NA,842,929,87,0.475437606,0.524562394,Magoffin County KY,Magoffin KY,KY,0.501206622,0.498793378
1088,President 2008,Kentucky,20081104,N/A,MARION,County,"7,615","3,842","McCain, John S. III",Challenger,"3,596","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,177,246,R,50.45,47.22,0,2.32,51.65,48.35,NA,NA,NA,1495,1515,20,0.496677741,0.503322259,Marion County KY,Marion KY,KY,0.500022075,0.499977925
1089,President 2008,Kentucky,20081104,N/A,MARSHALL,County,"15,487","9,512","McCain, John S. III",Challenger,"5,683","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,292,"3,829",R,61.42,36.7,0,1.89,62.6,37.4,NA,NA,NA,2106,2820,714,0.427527406,0.572472594,Marshall County KY,Marshall KY,KY,0.510504554,0.489495446
1090,President 2008,Kentucky,20081104,N/A,MARTIN,County,"3,692","2,824","McCain, John S. III",Challenger,808,"Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,60,"2,016",R,76.49,21.89,0,1.63,77.75,22.25,NA,NA,NA,2678,1028,-1650,0.722611981,0.277388019,Martin County KY,Martin KY,KY,0.599112188,0.400887812
1091,President 2008,Kentucky,20081104,N/A,MASON,County,"7,121","4,102","McCain, John S. III",Challenger,"2,891","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,128,"1,211",R,57.6,40.6,0,1.8,58.66,41.34,NA,NA,NA,1068,1696,628,0.386396527,0.613603473,Mason County KY,Mason KY,KY,0.525811498,0.474188502
1092,President 2008,Kentucky,20081104,N/A,MCCRACKEN,County,"30,754","19,043","McCain, John S. III",Challenger,"11,285","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,426,"7,758",R,61.92,36.69,0,1.39,62.79,37.21,NA,NA,NA,432,792,360,0.352941176,0.647058824,Mccracken County KY,Mccracken KY,KY,0.543252595,0.456747405
1093,President 2008,Kentucky,20081104,N/A,MCCREARY,County,"5,407","4,078","McCain, John S. III",Challenger,"1,258","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,71,"2,820",R,75.42,23.27,0,1.31,76.42,23.58,NA,NA,NA,100,1689,1589,0.055897149,0.944102851,Mccreary County KY,Mccreary KY,KY,0.894454684,0.105545316
1094,President 2008,Kentucky,20081104,N/A,MCLEAN,County,"4,423","2,386","McCain, John S. III",Challenger,"1,963","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,74,423,R,53.95,44.38,0,1.67,54.86,45.14,NA,NA,NA,338,920,582,0.268680445,0.731319555,Mclean County KY,Mclean KY,KY,0.607017473,0.392982527
1095,President 2008,Kentucky,20081104,N/A,MEADE,County,"11,206","6,691","McCain, John S. III",Challenger,"4,343","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,172,"2,348",R,59.71,38.76,0,1.53,60.64,39.36,NA,NA,NA,1772,2334,562,0.431563566,0.568436434,Meade County KY,Meade KY,KY,0.509367091,0.490632909
1096,President 2008,Kentucky,20081104,N/A,MENIFEE,County,"2,489","1,155","McCain, John S. III",Challenger,"1,276","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,58,121,D,46.4,51.27,0,2.33,47.51,52.49,NA,NA,NA,106,41,-65,0.721088435,0.278911565,Menifee County KY,Menifee KY,KY,0.597760193,0.402239807
1097,President 2008,Kentucky,20081104,N/A,MERCER,County,"10,060","6,781","McCain, John S. III",Challenger,"3,159","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,120,"3,622",R,67.41,31.4,0,1.19,68.22,31.78,NA,NA,NA,1387,2348,961,0.371352075,0.628647925,Mercer County KY,Mercer KY,KY,0.533100577,0.466899423
1098,President 2008,Kentucky,20081104,N/A,METCALFE,County,"4,199","2,734","McCain, John S. III",Challenger,"1,350","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,115,"1,384",R,65.11,32.15,0,2.74,66.94,33.06,NA,NA,NA,133,1007,874,0.116666667,0.883333333,Metcalfe County KY,Metcalfe KY,KY,0.793888889,0.206111111
1099,President 2008,Kentucky,20081104,N/A,MONROE,County,"4,665","3,537","McCain, John S. III",Challenger,"1,067","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,61,"2,470",R,75.82,22.87,0,1.31,76.82,23.18,NA,NA,NA,25,1445,1420,0.017006803,0.982993197,Monroe County KY,Monroe KY,KY,0.966564857,0.033435143
1100,President 2008,Kentucky,20081104,N/A,MONTGOMERY,County,"10,331","5,947","McCain, John S. III",Challenger,"4,234","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,150,"1,713",R,57.56,40.98,0,1.45,58.41,41.59,NA,NA,NA,1747,2133,386,0.450257732,0.549742268,Montgomery County KY,Montgomery KY,KY,0.504948586,0.495051414
1101,President 2008,Kentucky,20081104,N/A,MORGAN,County,"4,379","2,396","McCain, John S. III",Challenger,"1,879","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,104,517,R,54.72,42.91,0,2.37,56.05,43.95,NA,NA,NA,313,923,610,0.253236246,0.746763754,Morgan County KY,Morgan KY,KY,0.621784701,0.378215299
1102,President 2008,Kentucky,20081104,N/A,MUHLENBERG,County,"12,889","6,447","McCain, John S. III",Challenger,"6,221","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,221,226,R,50.02,48.27,0,1.71,50.89,49.11,NA,NA,NA,2257,2304,47,0.494847621,0.505152379,Muhlenberg County KY,Muhlenberg KY,KY,0.500053094,0.499946906
1103,President 2008,Kentucky,20081104,N/A,NELSON,County,"18,146","10,139","McCain, John S. III",Challenger,"7,654","Obama, Barack H.",Challenger,N/A,N/A,N/A,N/A,353,"2,485",R,55.87,42.18,0,1.95,56.98,43.02,NA,NA,NA,2499,278,-2221,0.89989197,0.10010803,Nelson County KY,Nelson KY,KY,0.819827175,0.180172825
